,OTU,Sample,Abundance,Group,Smple.ID,Treatment,Rep,Year_Month,Season,Location,Season_Location,Season_Year_Location,Year,Ph,TotalN,GravSoilMois,organicmatter,RespiredC,satH,satCa,satMg,satK,satNa,Kingdom,Phylum,Class,Order,Family,Genus,Taxonomy,,,Genus1
51494,Otu004,BDM09150040BF,0.077639206,BDM09150040BF,205,Organix,2,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.5,43,22.37001209,2.2,3.120348439,55,35,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51495,Otu004,BDM05160004BF,0.077503142,BDM05160004BF,105,Naturecycle,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.4730891,NA,5.134057424,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51496,Otu004,BDM05160012BF,0.077182723,BDM05160012BF,205,Organix,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.23850461,NA,5.651313004,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51499,Otu004,BDM09150034BF,0.075441018,BDM09150034BF,107,Organix,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.7,25,20.79883098,2.2,3.631015578,45,44,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51501,Otu004,BDM05160005BF,0.074066128,BDM05160005BF,106,No Mulch,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,21.74001537,NA,1.780374792,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51503,Otu004,BDM09150032BF,0.073323881,BDM09150032BF,105,Naturecycle,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.9,43,21.74541948,2.2,3.759067367,62,31,5,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51515,Otu004,BDM09150048BF,0.069565618,BDM09150048BF,307,No Mulch,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.6,53,19.77454204,2.7,5.767336794,54,36,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51516,Otu004,BDM09160033BF,0.069438873,BDM09160033BF,106,No Mulch,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,29,16.38783364,2.2,6.052971634,50,40,7,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51518,Otu004,BDM09150046BF,0.069192553,BDM09150046BF,305,BioAgri,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.4,77,22.36590038,2.5,3.320773436,45,43,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51520,Otu004,BDM09160048BF,0.067226427,BDM09160048BF,307,No Mulch,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.8,12,16.21916187,2.3,11.44990474,56,35,6,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51523,Otu004,BDM09160040BF,0.066110797,BDM09160040BF,205,Organix,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,28,21.36586662,2.3,5.830265304,52,38,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51524,Otu004,BDM09160036BF,0.065234599,BDM09160036BF,201,PLA/PHA,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,42,20.82372606,2.1,4.953207811,44,45,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51525,Otu004,BDM09160032BF,0.064741382,BDM09160032BF,105,Naturecycle,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.6,19,20.07844646,2.3,0.559185467,49,40,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51526,Otu004,BDM09160043BF,0.064650163,BDM09160043BF,301,Naturecycle,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,24,21.20651369,2.3,4.937607088,43,45,8,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51527,Otu004,BDM09160038BF,0.063154501,BDM09160038BF,203,Weedguard,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.2,72,19.40860215,2.3,8.206443116,43,45,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51529,Otu004,BDM09160030BF,0.062335439,BDM09160030BF,102,BioAgri,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,43,21.53110048,2.3,5.820360151,50,39,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51531,Otu004,BDM09160046BF,0.0617622,BDM09160046BF,305,BioAgri,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.5,12,19.33211311,2.4,5.634120838,50,40,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51534,Otu004,BDM09160029BF,0.059035015,BDM09160029BF,101,Weedguard,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.6,33,20.13638989,2.1,6.735630879,54,35,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51535,Otu004,BDM09160034BF,0.058600399,BDM09160034BF,107,Organix,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,17,20.16183375,2.1,6.402647654,48,42,7,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51537,Otu004,BDM09160031BF,0.058350915,BDM09160031BF,103,PLA/PHA,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,29,20.95616024,2.2,6.355156447,56,35,6,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51539,Otu004,BDM09160041BF,0.057944932,BDM09160041BF,206,Naturecycle,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,80,20.95435572,2.2,4.204551021,54,35,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51543,Otu004,BDM09160035BF,0.056685645,BDM09160035BF,108,Polyethylene,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.5,27,18.48406008,2.1,5.049480194,49,41,7,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51546,Otu004,BDM09160039BF,0.056249284,BDM09160039BF,204,BioAgri,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,58,22.17131195,2.3,5.230971812,53,37,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51547,Otu004,BDM09160047BF,0.056158171,BDM09160047BF,306,PLA/PHA,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.9,8,20.71687527,2.4,7.478121161,33,54,9,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51549,Otu004,BDM09160045BF,0.05519966,BDM09160045BF,304,Polyethylene,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.5,24,21.02090365,2.4,2.011761498,41,48,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4,Gp4 (Phylum: Acidobacteria),,,Gp4
51745,Otu002,BDM05150019BF,0.138378714,BDM05150019BF,306,PLA/PHA,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.665,23,12.65822785,1.2,3.194189598,29,54,13,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51746,Otu002,BDM05150014BF,0.129582921,BDM05150014BF,207,Polyethylene,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.68,32,12.97297297,1.2,2.031066566,48,41,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51747,Otu002,BDM05150013BF,0.120426793,BDM05150013BF,206,Naturecycle,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.285,44,14.81108312,1.5,3.081614173,16,69,11,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51748,Otu002,BDM05150020BF,0.116416516,BDM05150020BF,307,No Mulch,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.955,44,11.95097038,1.2,4.254159679,41,45,10,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51749,Otu002,BDM05160047BF,0.114962192,BDM05160047BF,306,PLA/PHA,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,7.025,NA,12.39669421,NA,3.400088279,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51750,Otu002,BDM05150006BF,0.110832958,BDM05150006BF,107,Organix,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.18,55,11.75540327,1.4,9.054453677,50,38,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51752,Otu002,BDM05150004BF,0.108396554,BDM05150004BF,105,Naturecycle,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.62,47,16.46205357,1.7,8.6277387,45,40,10,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51753,Otu002,BDM05150018BF,0.106794808,BDM05150018BF,305,BioAgri,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,6.085,25,13.89172625,1.3,58.71768632,29,57,11,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51754,Otu002,BDM05160042BF,0.106703661,BDM05160042BF,207,Polyethylene,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.68,NA,11.29476584,NA,1.428191409,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51755,Otu002,BDM05160041BF,0.102583794,BDM05160041BF,206,Naturecycle,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.865,NA,14.64788732,NA,3.720813535,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51756,Otu002,BDM05150021BF,0.102223281,BDM05150021BF,308,Organix,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.07,34,12.45972073,1.4,6.542633109,36,52,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51757,Otu002,BDM05150012BF,0.101291717,BDM05150012BF,205,Organix,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.355,62,15.64738292,1.6,7.528852665,43,44,9,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51758,Otu002,BDM05160048BF,0.100804561,BDM05160048BF,307,No Mulch,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.855,NA,9.56284153,NA,2.473600648,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51759,Otu002,BDM05150005BF,0.099331169,BDM05150005BF,106,No Mulch,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.215,97,15.67010309,1.9,1.385787126,46,41,8,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51760,Otu002,BDM09150014BF,0.099213879,BDM09150014BF,207,Polyethylene,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.77,10,8.11326229,1.4,2.126025984,51,42,5,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51761,Otu002,BDM05150002BF,0.09787347,BDM05150002BF,102,BioAgri,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.86,85,15.27777778,1.5,10.30068473,67,25,5,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51762,Otu002,BDM05150007BF,0.09776704,BDM05150007BF,108,Polyethylene,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.13,80,15.78666667,1.7,18.84867996,33,49,10,7,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51763,Otu002,BDM09160013BF,0.096288272,BDM09160013BF,206,Naturecycle,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.85,22,12.41534989,1.5,6.538843307,36,53,7,4,0,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51765,Otu002,BDM05150017BF,0.09548764,BDM05150017BF,304,Polyethylene,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.84,32,13.31236897,1.2,4.771065381,23,62,11,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51766,Otu002,BDM09160019BF,0.095436508,BDM09160019BF,306,PLA/PHA,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6,22,11.5942029,1.3,6.910266688,14,68,12,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51770,Otu002,BDM05160034BF,0.094080714,BDM05160034BF,107,Organix,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.32,NA,12.67605634,NA,3.5952218,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51774,Otu002,BDM09150019BF,0.092906945,BDM09150019BF,306,PLA/PHA,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.98,23,7.592589615,1.3,0.982374678,31,52,9,7,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51775,Otu002,BDM09160018BF,0.092702364,BDM09160018BF,305,BioAgri,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.6,41,12.44131455,1.4,5.694544872,25,60,10,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51777,Otu002,BDM09150018BF,0.091438938,BDM09150018BF,305,BioAgri,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.645,34,7.81809659,1.5,3.554815248,57,33,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51778,Otu002,BDM05150011BF,0.090763064,BDM05150011BF,204,BioAgri,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.71,57,13.22272499,1.4,7.508101571,63,27,7,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51779,Otu002,BDM05160040BF,0.090761972,BDM05160040BF,205,Organix,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.395,NA,13.05555556,NA,3.988122668,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51780,Otu002,BDM09160014BF,0.090608698,BDM09160014BF,207,Polyethylene,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.15,11,6.352941176,1.3,1.881158089,43,48,6,3,0,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51781,Otu002,BDM09150013BF,0.090599415,BDM09150013BF,206,Naturecycle,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.635,30,7.38246724,1.7,4.205137418,58,36,4,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51782,Otu002,BDM05150016BF,0.090418887,BDM05150016BF,302,Weedguard,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.66,36,13.85444744,1.3,4.476142285,41,43,13,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51783,Otu002,BDM05150001BF,0.090371106,BDM05150001BF,101,Weedguard,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.49,58,13.74331551,1.5,6.416718599,54,34,8,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51786,Otu002,BDM05160046BF,0.089189956,BDM05160046BF,305,BioAgri,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.815,NA,12.77777778,NA,3.100253868,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51789,Otu002,BDM05160049BF,0.088672424,BDM05160049BF,308,Organix,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.63,NA,10.16483516,NA,2.302212417,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51791,Otu002,BDM05160033BF,0.087464938,BDM05160033BF,106,No Mulch,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.33,NA,15.29745042,NA,4.277650503,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51795,Otu002,BDM09150020BF,0.086351079,BDM09150020BF,307,No Mulch,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.795,9,5.342924525,1.3,2.678001119,33,51,8,5,3,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51797,Otu002,BDM09150012BF,0.085829141,BDM09150012BF,205,Organix,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.315,27,9.647875587,1.6,2.447388101,35,49,8,7,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51801,Otu002,BDM09160007BF,0.082523955,BDM09160007BF,108,Polyethylene,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.25,18,6.796116505,1.6,3.419081186,43,46,5,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51807,Otu002,BDM09160020BF,0.081002969,BDM09160020BF,307,No Mulch,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.2,13,10.99744246,1.2,9.214743534,39,49,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51809,Otu002,BDM05160032BF,0.080111472,BDM05160032BF,105,Naturecycle,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.245,NA,15.8045977,NA,4.277320803,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51814,Otu002,BDM09160006BF,0.079483776,BDM09160006BF,107,Organix,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.1,29,10.77348066,1.5,7.504353114,48,41,6,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51818,Otu002,BDM05160035BF,0.078566803,BDM05160035BF,108,Polyethylene,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.025,NA,11.47540984,NA,3.978473604,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
51820,Otu002,BDM09160005BF,0.077690813,BDM09160005BF,106,No Mulch,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.05,43,12.95843521,1.7,10.45869367,36,51,7,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp6,Acidobacteria_Gp6_order_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Gp6,Gp6 (Phylum: Acidobacteria),,,Gp6
